age,numberChildren,incomeRating,wealthRating,mailOrderPurchases,totalGivingAmount,numberGifts,smallestGiftAmount,largestGiftAmount,averageGiftAmount,yearsSinceFirstDonation,monthsSinceLastDonation,inHouseDonor,plannedGivingDonor,sweepstakesDonor,P3Donor,state,urbanicity,socioEconomicStatus,isHomeowner,gender,respondedMailing
85,NA,1,6,1,134,30,1,10,4.4666666667,7,13,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,female,FALSE
48,1,6,NA,0,35,3,5,20,11.666666667,2,15,FALSE,FALSE,FALSE,FALSE,WA,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,139,13,5,20,10.692307692,9,20,FALSE,FALSE,FALSE,FALSE,AZ,city,highest,NA,female,TRUE
78,NA,6,6,1,237,12,5,40,19.75,8,22,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
82,NA,2,NA,0,153,9,5,22,17,4,13,FALSE,FALSE,FALSE,FALSE,FL,town,average,NA,male,FALSE
41,2,4,6,2,78,8,5,15,9.75,6,18,FALSE,FALSE,FALSE,FALSE,WA,city,highest,TRUE,male,FALSE
64,NA,7,9,13,133,9,5,25,14.777777778,9,19,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,male,FALSE
NA,NA,1,0,1,164,13,5,25,12.615384615,10,11,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,TRUE,female,FALSE
46,2,4,0,5,50,4,10,15,12.5,4,12,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,TRUE,male,FALSE
58,NA,7,NA,0,60,5,5,20,12,4,15,FALSE,FALSE,FALSE,FALSE,NM,suburb,highest,TRUE,male,FALSE
41,2,6,NA,0,106,8,5,20,13.25,9,22,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,male,FALSE
53,NA,5,NA,0,47,4,5,17,11.75,5,15,FALSE,FALSE,FALSE,FALSE,CA,rural,average,TRUE,female,FALSE
85,NA,1,7,15,249,26,5,15,9.5769230769,10,18,FALSE,FALSE,FALSE,FALSE,FL,city,highest,TRUE,male,TRUE
NA,NA,NA,NA,0,87,7,5,18,12.428571429,7,16,FALSE,FALSE,FALSE,FALSE,IN,city,highest,NA,male,FALSE
74,NA,1,0,1,41,3,10,21,13.666666667,2,11,FALSE,FALSE,FALSE,FALSE,NC,city,lowest,NA,male,FALSE
NA,NA,NA,NA,0,35,2,15,20,17.5,2,14,FALSE,FALSE,FALSE,FALSE,NC,rural,lowest,NA,female,FALSE
NA,NA,1,NA,0,72,6,5,25,12,2,14,FALSE,FALSE,FALSE,FALSE,AL,rural,lowest,NA,NA,FALSE
69,NA,4,9,0,40,5,5,10,8,2,12,FALSE,FALSE,FALSE,FALSE,FL,rural,highest,NA,male,FALSE
NA,NA,NA,NA,0,29,5,5,7,5.8,2,14,FALSE,FALSE,FALSE,FALSE,AR,suburb,highest,NA,male,FALSE
38,2,4,5,1,73,6,5,20,12.166666667,3,13,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,female,FALSE
36,NA,6,NA,0,30,2,10,20,15,2,18,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
60,NA,7,9,3,104,17,3,10,6.1176470588,9,22,FALSE,FALSE,FALSE,FALSE,IL,town,highest,TRUE,female,FALSE
45,NA,NA,NA,0,120,8,10,20,15,9,15,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,NA,NA,FALSE
50,NA,6,7,1,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,male,FALSE
78,NA,4,0,0,175,14,5,20,12.5,11,14,FALSE,FALSE,FALSE,FALSE,MT,rural,average,NA,male,FALSE
62,NA,1,NA,0,158,15,5,17,10.533333333,8,13,TRUE,FALSE,FALSE,FALSE,FL,NA,NA,TRUE,female,FALSE
75,NA,6,8,3,203,10,10,26,20.3,5,7,FALSE,FALSE,TRUE,FALSE,FL,suburb,highest,TRUE,male,FALSE
70,NA,7,8,1,92,6,10,20,15.333333333,6,22,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,female,FALSE
74,NA,5,NA,0,115,12,3,16,9.5833333333,10,20,FALSE,FALSE,FALSE,FALSE,GA,suburb,highest,TRUE,female,FALSE
78,NA,1,6,5,97,13,5,10,7.4615384615,8,13,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,female,FALSE
53,NA,3,2,7,29,4,5,11,7.25,2,16,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
74,NA,7,6,2,75,5,5,25,15,6,15,FALSE,FALSE,FALSE,FALSE,NC,city,highest,TRUE,female,FALSE
82,NA,5,5,4,138,16,5,10,8.625,4,13,FALSE,FALSE,FALSE,FALSE,MN,urban,average,TRUE,female,FALSE
78,NA,5,NA,0,72,10,3,15,7.2,6,11,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,male,FALSE
49,NA,7,NA,0,220,12,10,31,18.333333333,7,13,FALSE,FALSE,FALSE,FALSE,MO,suburb,highest,TRUE,male,FALSE
74,NA,3,9,3,91,10,3,25,9.1,7,14,FALSE,FALSE,FALSE,FALSE,WI,suburb,average,TRUE,female,FALSE
67,NA,3,8,30,289,33,3,25,8.7575757576,11,19,FALSE,FALSE,FALSE,FALSE,MO,suburb,highest,TRUE,male,FALSE
34,3,3,NA,0,143,12,5,20,11.916666667,9,12,FALSE,FALSE,FALSE,FALSE,TX,rural,average,TRUE,female,FALSE
NA,NA,1,NA,0,98,17,2,10,5.7647058824,7,12,FALSE,FALSE,FALSE,FALSE,KS,town,average,NA,male,FALSE
50,NA,5,9,25,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,FL,town,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,63,7,5,15,9,7,20,FALSE,FALSE,FALSE,FALSE,KS,rural,average,NA,male,TRUE
67,NA,6,9,18,97,7,10,17,13.857142857,5,12,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,72,11,3,9,6.5454545455,7,15,FALSE,FALSE,FALSE,FALSE,MO,town,average,NA,male,FALSE
74,NA,6,8,13,82,8,5,15,10.25,7,13,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,TRUE
76,2,3,7,4,68,8,5,15,8.5,4,16,FALSE,FALSE,FALSE,FALSE,OK,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,23,3,3,15,7.6666666667,2,16,FALSE,FALSE,FALSE,FALSE,MN,suburb,average,NA,NA,FALSE
58,NA,7,NA,0,140,7,5,30,20,7,14,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,male,FALSE
78,NA,4,8,1,35,5,5,10,7,2,13,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
50,NA,1,4,0,158,15,5,22,10.533333333,11,11,FALSE,FALSE,FALSE,FALSE,OR,town,average,NA,male,FALSE
NA,NA,NA,NA,0,25,2,10,15,12.5,1,11,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,NA,female,FALSE
36,NA,2,NA,0,73,9,3,15,8.1111111111,7,15,FALSE,FALSE,FALSE,FALSE,FL,suburb,lowest,TRUE,male,FALSE
45,NA,5,NA,0,133,15,3,13,8.8666666667,11,13,FALSE,FALSE,FALSE,FALSE,IL,town,lowest,TRUE,female,FALSE
64,NA,2,NA,0,132,11,10,20,12,11,14,FALSE,FALSE,FALSE,FALSE,AZ,suburb,lowest,TRUE,female,FALSE
82,NA,2,NA,0,83,6,10,16,13.833333333,5,20,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,140,5,10,50,28,3,14,FALSE,FALSE,FALSE,FALSE,CA,city,highest,NA,female,FALSE
46,1,6,9,8,331,16,5,39,20.6875,7,12,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,male,FALSE
48,NA,4,NA,0,20,1,20,20,20,1,11,FALSE,FALSE,FALSE,FALSE,LA,rural,average,TRUE,female,FALSE
46,2,5,NA,0,156,9,10,25,17.333333333,9,12,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,male,FALSE
66,NA,2,3,1,29,7,3,5,4.1428571429,2,12,FALSE,FALSE,FALSE,FALSE,OK,town,average,TRUE,male,FALSE
88,NA,2,1,5,286,17,10,25,16.823529412,8,16,TRUE,FALSE,FALSE,FALSE,IN,town,average,NA,female,FALSE
56,NA,NA,NA,0,127,9,5,30,14.111111111,7,14,FALSE,FALSE,FALSE,FALSE,CA,city,average,NA,male,TRUE
61,NA,NA,NA,0,275,11,5,60,25,11,20,FALSE,FALSE,FALSE,FALSE,AA,urban,lowest,NA,NA,FALSE
55,NA,6,9,0,117,9,10,25,13,5,17,FALSE,FALSE,FALSE,FALSE,GA,suburb,highest,TRUE,male,FALSE
84,NA,2,NA,0,74,9,5,16,8.2222222222,9,14,FALSE,FALSE,FALSE,FALSE,MN,suburb,highest,NA,male,FALSE
56,NA,5,7,0,92,6,10,20,15.333333333,3,11,FALSE,FALSE,FALSE,FALSE,GA,city,average,TRUE,female,FALSE
62,NA,5,3,7,152,18,3,15,8.4444444444,11,20,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,37,3,5,17,12.333333333,3,21,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,NA,FALSE
51,1,2,5,3,129,18,3,11,7.1666666667,7,13,FALSE,FALSE,FALSE,FALSE,WI,rural,average,NA,male,FALSE
46,NA,7,NA,0,415,34,5,21,12.205882353,11,14,FALSE,FALSE,FALSE,FALSE,AL,rural,average,TRUE,female,FALSE
72,NA,3,2,9,22,3,5,10,7.3333333333,2,11,FALSE,FALSE,FALSE,FALSE,MI,rural,average,TRUE,male,FALSE
48,2,7,NA,0,162,12,3,21,13.5,11,16,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,male,TRUE
75,NA,5,9,11,148,14,5,13,10.571428571,11,11,FALSE,FALSE,FALSE,FALSE,GA,city,highest,TRUE,male,FALSE
81,NA,5,9,0,217,51,2,10,4.2549019608,11,18,FALSE,FALSE,FALSE,FALSE,TX,urban,highest,NA,male,TRUE
94,NA,2,5,5,104,14,3,15,7.4285714286,11,14,FALSE,FALSE,FALSE,FALSE,MO,rural,average,TRUE,male,FALSE
68,NA,7,NA,0,83,7,5,21,11.857142857,5,20,FALSE,FALSE,FALSE,FALSE,IL,town,highest,TRUE,NA,FALSE
52,NA,5,6,5,56,4,10,18,14,6,14,FALSE,FALSE,FALSE,FALSE,GA,city,average,TRUE,female,FALSE
39,2,7,7,11,105,3,20,50,35,5,14,FALSE,FALSE,FALSE,FALSE,NC,city,average,TRUE,male,FALSE
55,NA,5,8,4,75,2,25,50,37.5,3,21,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,TRUE,female,FALSE
87,NA,2,NA,0,199,14,5,25,14.214285714,6,12,FALSE,FALSE,FALSE,FALSE,IL,rural,average,NA,female,FALSE
82,NA,2,3,16,15,1,15,15,15,2,20,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,female,FALSE
52,NA,7,NA,0,20,1,20,20,20,1,16,FALSE,FALSE,FALSE,FALSE,KS,rural,average,TRUE,female,TRUE
55,NA,5,NA,0,75,15,5,5,5,5,17,FALSE,FALSE,FALSE,FALSE,LA,city,average,TRUE,male,FALSE
70,NA,6,9,2,18,2,3,15,9,1,12,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,female,FALSE
74,NA,1,0,8,177,13,5,20,13.615384615,7,12,FALSE,FALSE,FALSE,FALSE,MI,urban,lowest,NA,female,FALSE
56,NA,3,8,1,30,2,10,20,15,2,11,FALSE,FALSE,FALSE,FALSE,NC,town,average,TRUE,female,FALSE
70,NA,1,NA,0,37,3,10,15,12.333333333,5,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,male,FALSE
72,NA,5,NA,0,126,10,10,16,12.6,7,1,TRUE,FALSE,FALSE,FALSE,AZ,town,lowest,TRUE,male,FALSE
58,NA,1,NA,0,24,3,2,12,8,2,15,FALSE,FALSE,FALSE,FALSE,WI,urban,lowest,TRUE,female,FALSE
53,NA,5,9,23,272,15,5,35,18.133333333,9,13,FALSE,FALSE,FALSE,FALSE,GA,city,highest,TRUE,joint,FALSE
52,NA,7,NA,0,25,1,25,25,25,1,12,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,male,FALSE
58,NA,4,7,5,117,8,10,25,14.625,7,15,FALSE,FALSE,FALSE,FALSE,NC,suburb,average,TRUE,female,FALSE
NA,NA,1,NA,0,232,12,5,37,19.333333333,7,20,TRUE,FALSE,TRUE,FALSE,IL,urban,average,TRUE,male,FALSE
63,1,4,NA,0,65,4,10,20,16.25,5,22,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,female,FALSE
73,NA,5,1,7,300,16,5,25,18.75,8,13,FALSE,FALSE,FALSE,FALSE,MS,city,lowest,TRUE,male,FALSE
NA,NA,NA,NA,0,50,3,10,20,16.666666667,2,14,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,female,FALSE
54,NA,1,NA,0,153,16,2,20,9.5625,10,17,FALSE,FALSE,FALSE,FALSE,TX,city,lowest,TRUE,female,FALSE
40,2,3,4,9,108,13,3,15,8.3076923077,7,20,FALSE,FALSE,FALSE,FALSE,NM,urban,average,TRUE,female,FALSE
84,NA,5,5,2,52,4,10,16,13,2,21,FALSE,FALSE,FALSE,FALSE,AZ,city,average,TRUE,female,FALSE
67,NA,1,6,2,77,9,5,20,8.5555555556,5,13,FALSE,FALSE,FALSE,FALSE,NC,city,average,TRUE,female,FALSE
59,NA,3,5,0,51,5,6,15,10.2,4,22,FALSE,FALSE,FALSE,FALSE,WI,city,average,TRUE,female,FALSE
93,NA,2,7,1,107,7,10,20,15.285714286,5,22,TRUE,FALSE,FALSE,FALSE,MI,town,average,NA,female,FALSE
55,NA,7,8,3,20,1,20,20,20,2,15,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
65,NA,3,7,3,25,2,5,20,12.5,3,15,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,male,FALSE
70,NA,5,8,1,35,3,5,20,11.666666667,3,14,FALSE,FALSE,FALSE,FALSE,IL,city,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,138,19,3,13,7.2631578947,11,0,TRUE,FALSE,TRUE,FALSE,CA,urban,highest,NA,female,FALSE
NA,NA,4,3,1,30,3,5,15,10,5,14,FALSE,FALSE,FALSE,FALSE,TN,city,lowest,TRUE,female,FALSE
NA,NA,NA,NA,0,28,2,3,25,14,1,16,FALSE,FALSE,FALSE,FALSE,WA,rural,average,NA,male,FALSE
81,NA,4,NA,0,199,18,3,15,11.055555556,8,6,TRUE,FALSE,FALSE,FALSE,FL,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,26,2,10,16,13,2,13,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,female,FALSE
NA,NA,NA,NA,0,100,1,0,100,100,1,0,FALSE,FALSE,TRUE,FALSE,MO,urban,highest,NA,NA,FALSE
49,NA,5,5,14,182,20,5,15,9.1,8,12,FALSE,FALSE,FALSE,TRUE,NC,NA,NA,NA,male,FALSE
50,NA,6,9,1,75,2,25,50,37.5,2,11,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,female,FALSE
46,NA,5,NA,0,51,4,5,21,12.75,11,21,FALSE,FALSE,FALSE,FALSE,WI,rural,lowest,TRUE,female,FALSE
NA,NA,2,8,0,26,2,10,16,13,1,11,FALSE,FALSE,FALSE,FALSE,OR,city,highest,NA,female,FALSE
60,2,5,6,9,20,1,20,20,20,1,15,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,TRUE,male,FALSE
57,NA,3,7,0,44,4,5,15,11,4,12,FALSE,FALSE,FALSE,FALSE,WA,suburb,highest,NA,male,FALSE
79,NA,2,NA,0,115,12,5,14,9.5833333333,11,14,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,male,FALSE
NA,NA,1,NA,0,181,21,5,13,8.619047619,11,0,TRUE,FALSE,FALSE,FALSE,TN,rural,average,NA,male,TRUE
NA,NA,NA,NA,0,90,6,5,25,15,6,14,FALSE,FALSE,FALSE,FALSE,IA,rural,lowest,NA,female,FALSE
NA,NA,NA,NA,0,81,17,3,10,4.7647058824,11,13,FALSE,FALSE,FALSE,FALSE,CA,town,average,NA,female,FALSE
72,NA,3,NA,0,51,4,10,16,12.75,2,3,FALSE,FALSE,TRUE,FALSE,HI,suburb,highest,TRUE,male,FALSE
46,2,7,8,5,60,3,20,20,20,2,13,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,male,FALSE
82,NA,1,NA,0,194,16,5,17,12.125,11,12,TRUE,FALSE,FALSE,FALSE,MI,town,average,NA,female,FALSE
83,NA,2,2,6,63,7,5,15,9,6,14,FALSE,FALSE,TRUE,FALSE,MI,suburb,lowest,TRUE,male,FALSE
40,NA,5,8,0,25,1,25,25,25,1,16,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,96,25,2,5,3.84,7,11,FALSE,FALSE,FALSE,FALSE,MN,rural,lowest,NA,female,FALSE
69,NA,7,8,6,115,13,5,15,8.8461538462,10,22,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
83,NA,2,NA,0,107,14,5,12,7.6428571429,9,14,TRUE,FALSE,FALSE,FALSE,TX,town,lowest,NA,female,FALSE
42,2,7,9,1,87,6,5,20,14.5,3,11,FALSE,FALSE,FALSE,FALSE,NC,city,highest,TRUE,male,FALSE
51,NA,4,8,0,139,10,5,21,13.9,11,17,FALSE,FALSE,FALSE,FALSE,WI,suburb,average,TRUE,female,FALSE
NA,NA,2,NA,0,233,22,5,20,10.590909091,11,14,FALSE,FALSE,FALSE,FALSE,NC,town,average,NA,male,FALSE
44,NA,4,3,13,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,TN,town,average,TRUE,male,FALSE
NA,NA,7,4,8,128,14,3,15,9.1428571429,11,15,FALSE,FALSE,FALSE,FALSE,TN,town,lowest,TRUE,female,FALSE
54,NA,3,0,5,169.13,11,10,20,15.375454545,5,12,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,TRUE,female,FALSE
54,NA,NA,NA,0,40,2,20,20,20,2,14,FALSE,FALSE,FALSE,FALSE,NV,rural,highest,NA,male,FALSE
46,NA,4,NA,0,48,10,3,10,4.8,5,14,FALSE,FALSE,FALSE,FALSE,FL,suburb,highest,NA,female,FALSE
38,NA,4,9,1,55,10,3,7,5.5,3,16,FALSE,FALSE,FALSE,FALSE,MS,town,lowest,TRUE,female,FALSE
NA,NA,5,NA,0,77,3,25,27,25.666666667,2,14,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,TRUE,male,FALSE
80,NA,7,NA,0,180.88,12,5,26,15.073333333,5,5,TRUE,FALSE,FALSE,FALSE,HI,rural,highest,TRUE,female,FALSE
54,NA,5,4,12,49,6,5,11,8.1666666667,3,19,FALSE,FALSE,FALSE,FALSE,TN,town,average,NA,female,FALSE
86,NA,1,0,1,113,16,5,12,7.0625,9,15,FALSE,FALSE,FALSE,FALSE,IL,urban,lowest,NA,male,FALSE
48,NA,4,3,11,175,6,25,34,29.166666667,4,14,FALSE,FALSE,FALSE,FALSE,IL,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,71,7,5,20,10.142857143,5,14,FALSE,FALSE,FALSE,FALSE,WI,suburb,highest,NA,female,FALSE
46,NA,3,NA,0,178,21,3,13,8.4761904762,11,11,FALSE,FALSE,FALSE,FALSE,WA,rural,average,TRUE,female,FALSE
75,NA,5,9,15,20,2,5,15,10,1,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
42,1,5,NA,0,25,1,25,25,25,1,13,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,male,FALSE
44,NA,4,8,1,134,8,10,25,16.75,8,20,FALSE,FALSE,FALSE,FALSE,TN,rural,average,NA,female,FALSE
52,1,6,3,2,92.5,10,7,15,9.25,9,14,FALSE,FALSE,FALSE,FALSE,TN,town,average,TRUE,male,FALSE
59,NA,NA,NA,0,179,11,5,30,16.272727273,11,15,FALSE,FALSE,FALSE,FALSE,WI,suburb,highest,NA,male,FALSE
NA,NA,NA,NA,0,698,51,5,20,13.68627451,11,11,FALSE,FALSE,FALSE,FALSE,OR,city,lowest,NA,male,FALSE
67,NA,5,2,1,65.75,19,1.25,10,3.4605263158,11,12,FALSE,FALSE,FALSE,FALSE,NC,city,lowest,TRUE,female,FALSE
46,NA,2,3,20,64,5,10,17,12.8,6,14,FALSE,FALSE,FALSE,FALSE,WI,rural,average,NA,male,FALSE
NA,NA,NA,NA,0,39,11,2,6,3.5454545455,5,11,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,female,FALSE
NA,NA,NA,NA,0,47,4,10,15,11.75,2,11,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,NA,NA,FALSE
42,NA,6,9,7,114,11,5,15,10.363636364,9,21,FALSE,FALSE,FALSE,FALSE,MI,urban,highest,TRUE,female,FALSE
54,NA,7,NA,0,122,7,5,25,17.428571429,7,15,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
84,NA,3,3,28,42,15,1,7,2.8,8,14,FALSE,FALSE,FALSE,FALSE,MI,city,average,NA,male,FALSE
82,NA,4,1,1,119,11,5,17,10.818181818,9,14,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,TRUE,male,FALSE
73,NA,1,3,3,136,10,3,19,13.6,8,14,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,male,FALSE
66,NA,4,9,5,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
NA,NA,7,9,0,37,3,10,17,12.333333333,2,15,FALSE,FALSE,FALSE,FALSE,TX,town,highest,TRUE,male,FALSE
NA,NA,5,5,1,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,TN,rural,average,TRUE,male,FALSE
46,NA,3,NA,0,25,2,10,15,12.5,1,13,FALSE,FALSE,FALSE,FALSE,IL,urban,lowest,NA,female,FALSE
68,NA,1,6,0,173,11,5,25,15.727272727,11,18,FALSE,FALSE,FALSE,FALSE,TN,town,average,NA,male,FALSE
56,NA,5,NA,0,41,5,5,15,8.2,8,13,FALSE,FALSE,FALSE,FALSE,CO,city,highest,TRUE,female,FALSE
88,NA,6,1,35,180,5,10,50,36,2,4,TRUE,FALSE,FALSE,FALSE,CA,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,160,9,10,25,17.777777778,6,14,FALSE,FALSE,FALSE,FALSE,ME,town,average,NA,female,FALSE
53,NA,4,4,14,78,6,5,25,13,4,15,FALSE,FALSE,FALSE,FALSE,AL,rural,lowest,TRUE,female,FALSE
89,NA,4,9,3,110,15,3,12,7.3333333333,9,22,FALSE,FALSE,FALSE,FALSE,CA,town,highest,NA,female,FALSE
67,NA,NA,NA,0,85,7,3,20,12.142857143,5,22,FALSE,FALSE,FALSE,FALSE,OR,city,average,NA,NA,FALSE
83,NA,5,8,33,613,9,3,102,68.111111111,9,15,TRUE,FALSE,FALSE,FALSE,TX,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,33,3,3,25,11,3,23,FALSE,FALSE,FALSE,FALSE,NC,rural,average,NA,female,FALSE
52,NA,4,6,6,126,10,5,20,12.6,6,14,FALSE,FALSE,FALSE,FALSE,FL,urban,average,NA,male,FALSE
43,NA,1,NA,0,51,4,3,20,12.75,5,22,FALSE,FALSE,FALSE,FALSE,IL,urban,highest,NA,female,FALSE
NA,NA,1,2,0,53,8,3,23,6.625,3,14,FALSE,FALSE,FALSE,FALSE,MN,rural,average,NA,NA,FALSE
44,NA,NA,NA,0,70,4,10,25,17.5,5,20,FALSE,FALSE,FALSE,FALSE,SD,city,lowest,NA,male,FALSE
67,NA,2,4,0,83,19,2,7,4.3684210526,10,16,FALSE,FALSE,FALSE,FALSE,ND,city,average,NA,female,FALSE
39,NA,5,3,7,190,13,5,25,14.615384615,6,16,FALSE,FALSE,FALSE,FALSE,IL,rural,average,TRUE,male,FALSE
49,NA,5,8,6,69,6,5,15,11.5,5,14,FALSE,FALSE,FALSE,FALSE,IN,city,average,TRUE,male,FALSE
62,NA,7,9,24,134.5,20,3.5,9,6.725,6,15,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,TRUE,male,FALSE
71,NA,2,7,0,79,7,5,15,11.285714286,7,14,FALSE,FALSE,FALSE,FALSE,MI,rural,average,TRUE,male,FALSE
NA,1,2,NA,0,80,7,5,21,11.428571429,3,11,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,TRUE,female,FALSE
70,NA,NA,NA,0,108,18,3,12,6,9,14,FALSE,FALSE,FALSE,FALSE,CO,town,highest,NA,female,TRUE
87,NA,1,2,2,72,24,1,8,3,11,13,FALSE,FALSE,FALSE,FALSE,CA,city,average,NA,female,FALSE
NA,NA,NA,NA,0,25,2,10,15,12.5,1,11,FALSE,FALSE,FALSE,FALSE,IN,city,average,NA,female,FALSE
72,NA,1,9,19,117,17,3,12,6.8823529412,11,12,FALSE,FALSE,FALSE,FALSE,WI,suburb,highest,NA,female,FALSE
72,2,5,NA,0,45,2,20,25,22.5,3,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,male,FALSE
80,NA,7,NA,0,31,6,3,10,5.1666666667,3,18,FALSE,FALSE,FALSE,FALSE,CO,town,highest,TRUE,male,FALSE
NA,NA,5,5,15,1049,37,5,50,28.351351351,6,1,FALSE,FALSE,FALSE,TRUE,CA,suburb,highest,TRUE,male,FALSE
77,NA,5,6,0,34,5,5,12,6.8,3,11,FALSE,FALSE,FALSE,FALSE,AR,town,average,TRUE,female,FALSE
97,NA,2,2,0,105,14,3,20,7.5,11,13,FALSE,FALSE,FALSE,FALSE,NC,rural,lowest,NA,female,FALSE
56,NA,7,NA,0,194,14,5,20,13.857142857,5,12,FALSE,FALSE,TRUE,FALSE,AR,rural,average,TRUE,female,FALSE
61,NA,1,NA,0,161,44,2,6,3.6590909091,11,15,FALSE,FALSE,FALSE,FALSE,AL,rural,lowest,TRUE,female,TRUE
75,NA,2,7,12,135,15,5,11,9,0,0,FALSE,FALSE,FALSE,FALSE,FL,suburb,average,NA,male,TRUE
40,3,6,6,2,90,5,10,30,18,7,11,FALSE,FALSE,FALSE,FALSE,TX,NA,NA,TRUE,female,FALSE
NA,2,5,NA,0,20,2,5,15,10,2,12,FALSE,FALSE,FALSE,FALSE,AZ,urban,average,NA,female,FALSE
59,1,2,3,8,53,9,3,10,5.8888888889,3,12,FALSE,FALSE,FALSE,FALSE,NM,rural,average,NA,male,FALSE
50,NA,6,NA,0,61,4,5,25,15.25,5,22,FALSE,FALSE,FALSE,FALSE,OK,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,182,8,10,30,22.75,5,12,FALSE,FALSE,FALSE,FALSE,AP,urban,lowest,NA,male,FALSE
70,NA,4,7,10,464,21,5,31,22.095238095,6,8,TRUE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
48,NA,3,5,7,165,7,5,30,23.571428571,7,22,FALSE,FALSE,FALSE,FALSE,MI,rural,average,NA,male,FALSE
34,NA,NA,NA,0,97,9,5,15,10.777777778,7,14,FALSE,FALSE,FALSE,FALSE,FL,urban,lowest,NA,NA,FALSE
